,Year,Term,Course,Section,Cross listing 1,Cross listing 2,Cross listing 3,Gender,Age,Student Status,Major ,College,Race,Ethnicity,Citizenship,Residency
50,2022,Winter,ENGL391,GC03,,,,Male,21.0,Undergraduate,INFO SCI,INFO,White,Hispanic No,US Citizen,Resident
51,2022,Winter,ENGL391,GC02,,,,Female,21.0,Undergraduate,KINESIOLOGY,SPHL,Black or African American,Hispanic No,US Citizen,Resident
52,2022,Winter,ENGL391,GC01,,,,Male,21.0,Undergraduate,PUB HLTH SCI,SPHL,White,Hispanic No,US Citizen,Resident
53,2022,Winter,ENGL391,GC01,,,,Male,22.0,Undergraduate,ENV S&P-WILD,AGNR,Hispanic,Hispanic Yes,US Citizen,Resident
54,2022,Winter,ARCH478D,GC01,,,,Female,22.0,Undergraduate,ARCH BA,ARCH,Black or African American,Hispanic No,US Citizen,Resident
55,2022,Winter,ARCH478D,GC01,,,,Female,22.0,Undergraduate,ARCH BA,ARCH,Hispanic,Hispanic Yes,US Citizen,Resident
56,2022,Winter,ENGL391,GC02,,,,Male,22.0,Undergraduate,ARCH BA,ARCH,Two or More,Hispanic No,US Citizen,Resident
57,2022,Winter,ARCH478D,GC01,,,,Female,22.0,Undergraduate,ARCH BA,ARCH,White,Hispanic No,US Citizen,Resident
58,2022,Winter,ARCH478D,GC01,,,,Male,22.0,Undergraduate,ARCH BA,ARCH,White,Hispanic No,US Citizen,Resident
59,2022,Winter,ENGL391,GC01,,,,Female,22.0,Undergraduate,ENGLISH,ARHU,White,Hispanic No,US Citizen,Resident
60,2022,Winter,ENGL391,GC02,,,,Male,22.0,Undergraduate,INFO SYS,BMGT,Hispanic,Hispanic Yes,US Citizen,Resident
61,2022,Winter,ENGL391,GC01,,,,Male,22.0,Undergraduate,ECONOMICS,BSOS,Two or More,Hispanic No,US Citizen,Resident
62,2022,Winter,ENGL391,GC02,,,,Male,22.0,Undergraduate,ECONOMICS,BSOS,White,Hispanic No,US Citizen,Resident
63,2022,Winter,ENGL391,GC01,,,,Male,22.0,Undergraduate,PHYSICS,CMNS,White,Hispanic No,US Citizen,Resident
64,2022,Winter,ENGL391,GC02,,,,Male,22.0,Undergraduate,INFO SCI,INFO,White,Hispanic No,US Citizen,Resident
65,2022,Winter,ENGL391,GC01,,,,Female,22.0,Undergraduate,TAP,LTSC,White,Hispanic No,US Citizen,Resident
66,2022,Winter,ENGL391,GC02,,,,Female,22.0,Undergraduate,LTSC,LTSC,White,Hispanic No,US Citizen,Resident
67,2022,Winter,ENGL391,GC01,,,,Female,22.0,Undergraduate,INDIV STUDY,UGST,White,Hispanic No,US Citizen,Resident
68,2022,Winter,ARCH478D,GC01,,,,Male,23.0,Undergraduate,ARCH BA,ARCH,Hispanic,Hispanic Yes,US Citizen,Non-resident
69,2022,Winter,ARCH478D,GC01,,,,Male,23.0,Undergraduate,ARCH BA,ARCH,Hispanic,Hispanic Yes,US Citizen,Resident
70,2022,Winter,ARCH478D,GC01,,,,Male,23.0,Undergraduate,ARCH BA,ARCH,Hispanic,Hispanic Yes,US Citizen,Resident
71,2022,Winter,LARC489N,GC01,HONR338B,HONR348N,,Male,23.0,Undergraduate,ARCH BA,ARCH,White,Hispanic No,US Citizen,Resident
72,2022,Winter,ENGL391,GC01,,,,Male,23.0,Undergraduate,HISTORY,ARHU,White,Hispanic No,US Citizen,Non-resident
73,2022,Winter,ENGL391,GC01,,,,Female,23.0,Undergraduate,BIO SCI:CEBG,CMNS,Asian,Hispanic No,US Citizen,Resident
74,2022,Winter,ARCH478D,GC01,,,,Female,24.0,Undergraduate,ARCH BA,ARCH,Black or African American,Hispanic No,US Citizen,Resident
75,2022,Winter,ARCH478D,GC01,,,,Female,24.0,Undergraduate,ARCH BA,ARCH,Two or More,Hispanic No,US Citizen,Non-resident
76,2022,Winter,ENGL391,GC02,,,,Female,25.0,Undergraduate,ENGLISH,ARHU,Hispanic,Hispanic Yes,US Citizen,Resident
77,2022,Winter,ENGL391,GC01,,,,Male,25.0,Undergraduate,INFO SCI,INFO,Two or More,Hispanic No,US Citizen,Resident
78,2022,Winter,LARC489N,GC01,HONR338B,HONR348N,,Female,26.0,Undergraduate,ARCH BA,ARCH,Hispanic,Hispanic Yes,US Citizen,Resident
79,2022,Winter,CLAS308G,GC01,ARTH369D,CLAS688G,,Male,26.0,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,US Citizen,Resident
80,2022,Winter,ARCH478D,GC01,,,,Female,32.0,Undergraduate,ARCH BA,ARCH,Hispanic,Hispanic Yes,Non US citizen,Resident
81,2022,Winter,ARCH478D,GC01,,,,Male,33.0,Undergraduate,ARCH,ARCH,White,Hispanic No,US Citizen,Resident
82,2022,Winter,ARCH478D,GC01,,,,Male,47.0,Undergraduate,LTSC NONDEG,LTSC,Unknown,Hispanic No,US Citizen,Non-resident
1,2022,Spring,ARCH601,101,,,,Male,27.0,Graduate,ARCHITECTURE,ARCH,Asian,Hispanic No,US Citizen,Resident
2,2022,Spring,ARCH601,101,,,,Male,25.0,Graduate,ARCHITECTURE,ARCH,Asian,Hispanic No,US Citizen,Resident
3,2022,Spring,ARCH601,101,,,,Female,27.0,Graduate,ARCHITECTURE,ARCH,Hispanic,Hispanic Yes,US Citizen,Resident
4,2022,Spring,ARCH601,101,,,,Male,23.0,Graduate,ARCHITECTURE,ARCH,Hispanic,Hispanic Yes,US Citizen,Resident
5,2022,Spring,ARCH601,101,,,,Female,26.0,Graduate,ARCHITECTURE,ARCH,Two or More,Hispanic No,US Citizen,Resident
6,2022,Spring,ARCH601,101,,,,Female,22.0,Graduate,ARCHITECTURE,ARCH,White,Hispanic No,US Citizen,Resident
7,2022,Spring,ARCH601,101,,,,Male,24.0,Graduate,ARCHITECTURE,ARCH,White,Hispanic No,US Citizen,Resident
8,2022,Spring,AREC360,101,,,,Female,21.0,Undergraduate,AGR&RES ECON,AGNR,Asian,Hispanic No,Non US citizen,Non-Resident
9,2022,Spring,AREC360,101,,,,Male,20.0,Undergraduate,PHILPOLIECON,ARHU,Two or More,Hispanic No,US Citizen,Resident
10,2022,Spring,AREC360,101,,,,Female,20.0,Undergraduate,PHILPOLIECON,ARHU,White,Hispanic No,US Citizen,Resident
11,2022,Spring,AREC360,101,,,,Male,21.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
12,2022,Spring,AREC360,101,,,,Male,20.0,Undergraduate,FINANCE,BMGT,White,Hispanic No,US Citizen,Non-Resident
13,2022,Spring,AREC360,101,,,,Female,20.0,Undergraduate,FINANCE,BMGT,Asian,Hispanic No,US Citizen,Resident
14,2022,Spring,AREC360,101,,,,Female,21.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,US Citizen,Non-Resident
15,2022,Spring,AREC360,101,,,,Female,22.0,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,US Citizen,Resident
16,2022,Spring,AREC360,101,,,,Male,21.0,Undergraduate,CMSC MACHINE,CMNS,White,Hispanic No,US Citizen,Resident
17,2022,Spring,AREC360,101,,,,Female,22.0,Undergraduate,BIO SCI:PHNB,CMNS,Asian,Hispanic No,US Citizen,Resident
18,2022,Spring,AREC360,101,,,,Male,23.0,Undergraduate,COMPUTER SCI,CMNS,Asian,Hispanic No,US Citizen,Resident
19,2022,Spring,AREC360,101,,,,Male,20.0,Undergraduate,ENGR-CIVIL,ENGR,Asian,Hispanic No,US Citizen,Resident
20,2022,Spring,CCJS325,ESG1,,,,Male,22.0,Undergraduate,COMM,ARHU,Hispanic,Hispanic Yes,US Citizen,Resident
21,2022,Spring,CCJS325,ESG1,,,,Male,22.0,Undergraduate,ACCOUNTING,BMGT,White,Hispanic No,US Citizen,Resident
22,2022,Spring,CCJS325,ESG1,,,,Female,20.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Non-Resident
23,2022,Spring,CCJS325,ESG1,,,,Male,20.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,US Citizen,Resident
24,2022,Spring,CCJS325,ESG1,,,,Female,20.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
25,2022,Spring,CCJS325,ESG1,,,,Male,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Non-Resident
26,2022,Spring,CCJS325,ESG1,,,,Female,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,US Citizen,Resident
27,2022,Spring,CCJS325,ESG1,,,,Female,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
28,2022,Spring,CCJS325,ESG1,,,,Female,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
29,2022,Spring,CCJS325,ESG1,,,,Female,22.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
30,2022,Spring,CCJS325,ESG1,,,,Male,22.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
31,2022,Spring,CCJS325,ESG1,,,,Female,23.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,US Citizen,Resident
32,2022,Spring,CCJS325,ESG1,,,,Female,23.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,US Citizen,Resident
33,2022,Spring,CCJS325,ESG1,,,,Female,24.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
34,2022,Spring,CCJS325,ESG1,,,,Female,24.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
35,2022,Spring,CCJS325,ESG1,,,,Male,28.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,US Citizen,Resident
36,2022,Spring,CCJS325,ESG1,,,,Female,35.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,Non US citizen,Non-Resident
37,2022,Spring,COMM498D,102,ISRL448M,,,Female,19.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-Resident
38,2022,Spring,COMM498D,102,ISRL448M,,,Female,19.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-Resident
39,2022,Spring,COMM498D,102,ISRL448M,,,Female,19.0,Undergraduate,ENGLISH,ARHU,Asian,Hispanic No,US Citizen,Resident
40,2022,Spring,COMM498D,102,ISRL448M,,,Female,20.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-Resident
41,2022,Spring,COMM498D,102,ISRL448M,,,Female,20.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
42,2022,Spring,COMM498D,102,ISRL448M,,,Male,21.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-Resident
43,2022,Spring,COMM498D,102,ISRL448M,,,Female,21.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-Resident
44,2022,Spring,COMM498D,102,ISRL448M,,,Female,21.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-Resident
45,2022,Spring,COMM498D,102,ISRL448M,,,Female,21.0,Undergraduate,COMM,ARHU,Hispanic,Hispanic Yes,US Citizen,Resident
46,2022,Spring,COMM498D,102,ISRL448M,,,Female,21.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
47,2022,Spring,COMM498D,102,ISRL448M,,,Female,21.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
48,2022,Spring,COMM498D,102,ISRL448M,,,Female,21.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
49,2022,Spring,COMM498D,102,ISRL448M,,,Female,22.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-Resident
50,2022,Spring,COMM498D,102,ISRL448M,,,Male,22.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-Resident
51,2022,Spring,COMM498D,102,ISRL448M,,,Male,22.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-Resident
52,2022,Spring,COMM498D,102,ISRL448M,,,Male,22.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
53,2022,Spring,COMM498D,102,ISRL448M,,,Female,23.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
54,2022,Spring,COMM498D,102,ISRL448M,,,Male,23.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
55,2022,Spring,COMM498D,102,ISRL448M,,,Male,23.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
56,2022,Spring,COMM498D,102,ISRL448M,,,Female,31.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
57,2022,Spring,COMM498D,102,ISRL448M,,,Female,20.0,Undergraduate,FINANCE,BMGT,White,Hispanic No,US Citizen,Non-Resident
58,2022,Spring,COMM498D,102,ISRL448M,,,Female,21.0,Undergraduate,MGMT,BMGT,White,Hispanic No,US Citizen,Non-Resident
59,2022,Spring,COMM498D,102,ISRL448M,,,Male,22.0,Undergraduate,FINANCE,BMGT,White,Hispanic No,US Citizen,Non-Resident
60,2022,Spring,COMM498D,102,ISRL448M,,,Male,22.0,Undergraduate,MARKETING,BMGT,White,Hispanic No,US Citizen,Non-Resident
61,2022,Spring,COMM498D,102,ISRL448M,,,Female,20.0,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,US Citizen,Resident
62,2022,Spring,COMM498D,102,ISRL448M,,,Male,22.0,Undergraduate,ECONOMICS,BSOS,White,Hispanic No,US Citizen,Non-Resident
63,2022,Spring,COMM498D,102,ISRL448M,,,Female,22.0,Undergraduate,PSYCHOLOGY,BSOS,Unknown,Hispanic No,US Citizen,Resident
64,2022,Spring,COMM498D,102,ISRL448M,,,Male,22.0,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,US Citizen,Resident
65,2022,Spring,COMM498D,102,ISRL448M,,,Female,21.0,Undergraduate,INFO SCI,INFO,White,Hispanic No,US Citizen,Resident
66,2022,Spring,COMM498D,102,ISRL448M,,,Male,20.0,Undergraduate,LTSC UNDECID,LTSC,White,Hispanic No,US Citizen,Non-Resident
67,2022,Spring,COMM498D,102,ISRL448M,,,Male,20.0,Undergraduate,PUB HLTH SCI,SPHL,White,Hispanic No,US Citizen,Non-Resident
68,2022,Spring,CPSS225,201,,,,Female,19.0,Undergraduate,PSYCHOLOGY,BSOS,Unknown,Hispanic Unknown,US Citizen,Resident
69,2022,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,COMPUTER SCI,CMNS,Asian,Hispanic No,US Citizen,Resident
70,2022,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,CMSC MACHINE,CMNS,Asian,Hispanic No,US Citizen,Resident
71,2022,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,US Citizen,Resident
72,2022,Spring,CPSS225,201,,,,Male,20.0,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,US Citizen,Resident
73,2022,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,ENGR-MECH,ENGR,Black or African American,Hispanic Unknown,US Citizen,Resident
74,2022,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,COMP ENGIN,ENGR,Hispanic,Hispanic Yes,US Citizen,Resident
75,2022,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,COMP ENGIN,ENGR,Unknown,Hispanic Unknown,US Citizen,Resident
76,2022,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,ENGR-MECH,ENGR,Unknown,Hispanic No,US Citizen,Resident
77,2022,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,ENGR-MECH,ENGR,White,Hispanic No,US Citizen,Resident
78,2022,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,ENGR-MECH,ENGR,White,Hispanic No,US Citizen,Resident
79,2022,Spring,CPSS225,201,,,,Male,19.0,Undergraduate,ENGR-FIRE,ENGR,White,Hispanic No,US Citizen,Resident
80,2022,Spring,CPSS225,201,,,,Male,20.0,Undergraduate,ENGR-AEROSP,ENGR,Black or African American,Hispanic No,US Citizen,Resident
81,2022,Spring,CPSS225,201,,,,Male,20.0,Undergraduate,ENGR-ELEC,ENGR,White,Hispanic No,US Citizen,Resident
82,2022,Spring,CPSS225,201,,,,Female,21.0,Undergraduate,MAT SCI&ENGR,ENGR,Two or More,Hispanic No,US Citizen,Resident
83,2022,Spring,CPSS225,201,,,,Female,19.0,Undergraduate,PUB HLTH SCI,SPHL,Asian,Hispanic No,US Citizen,Resident
84,2022,Spring,ENGL101,1302,,,,Female,18.0,Undergraduate,SUPP CH MGMT,BMGT,Two or More,Hispanic No,US Citizen,Resident
85,2022,Spring,ENGL101,1302,,,,Male,19.0,Undergraduate,MGMT,BMGT,Unknown,Hispanic No,US Citizen,Non-Resident
86,2022,Spring,ENGL101,1302,,,,Female,19.0,Undergraduate,HEAR+SPCH SC,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
87,2022,Spring,ENGL101,1302,,,,Male,18.0,Undergraduate,COMPUTER SCI,CMNS,Asian,Hispanic No,US Citizen,Resident
88,2022,Spring,ENGL101,1302,,,,Male,18.0,Undergraduate,NEUROSCIENCE,CMNS,White,Hispanic No,US Citizen,Resident
89,2022,Spring,ENGL101,1302,,,,Female,19.0,Undergraduate,BIO SCI:GENB,CMNS,Black or African American,Hispanic No,US Citizen,Resident
90,2022,Spring,ENGL101,1302,,,,Male,18.0,Undergraduate,ENGR-ELEC,ENGR,Asian,Hispanic No,US Citizen,Resident
91,2022,Spring,ENGL101,1302,,,,Male,18.0,Undergraduate,ENGR-CHEM,ENGR,White,Hispanic No,US Citizen,Resident
92,2022,Spring,ENGL101,1302,,,,Male,19.0,Undergraduate,ENGR-CHEM,ENGR,White,Hispanic No,US Citizen,Resident
93,2022,Spring,ENGL101,1302,,,,Male,18.0,Undergraduate,LTSC,LTSC,Asian,Hispanic No,US Citizen,Non-Resident
94,2022,Spring,ENGL101,1302,,,,Female,18.0,Undergraduate,LTSC UNDECID,LTSC,White,Hispanic No,US Citizen,Non-Resident
95,2022,Spring,ENGL101,1302,,,,Male,18.0,Undergraduate,LTSC,LTSC,White,Hispanic No,US Citizen,Non-Resident
96,2022,Spring,ENGL101,1302,,,,Male,18.0,Undergraduate,LTSC,LTSC,White,Hispanic No,US Citizen,Non-Resident
97,2022,Spring,ENGL101,1302,,,,Female,18.0,Undergraduate,LTSC,LTSC,Black or African American,Hispanic No,US Citizen,Resident
98,2022,Spring,ENGL101,1302,,,,Female,18.0,Undergraduate,LTSC,LTSC,White,Hispanic No,US Citizen,Resident
99,2022,Spring,ENGL101,1302,,,,Male,18.0,Undergraduate,LTSC,LTSC,White,Hispanic No,US Citizen,Resident
100,2022,Spring,ENGL101,1302,,,,Female,19.0,Undergraduate,LTSC UNDECID,LTSC,White,Hispanic No,US Citizen,Non-Resident
101,2022,Spring,ENGL101,1302,,,,Male,19.0,Undergraduate,LTSC,LTSC,Two or More,Hispanic No,US Citizen,Resident
102,2022,Spring,ENGL101,1302,,,,Male,20.0,Undergraduate,LTSC,LTSC,Unknown,Hispanic Unknown,Non US citizen,Non-Resident
103,2022,Spring,ENGL391,1202,,,,Female,20.0,Undergraduate,ANIMAL SCI,AGNR,White,Hispanic No,US Citizen,Resident
104,2022,Spring,ENGL391,1202,,,,Male,22.0,Undergraduate,ARCH BA,ARCH,Black or African American,Hispanic No,US Citizen,Resident
105,2022,Spring,ENGL391,1401,,,,Male,20.0,Undergraduate,HISTORY,ARHU,White,Hispanic No,US Citizen,Non-Resident
106,2022,Spring,ENGL391,1401,,,,Female,20.0,Undergraduate,ENGLISH,ARHU,Asian,Hispanic No,US Citizen,Resident
107,2022,Spring,ENGL391,1202,,,,Female,20.0,Undergraduate,ENGLISH,ARHU,Black or African American,Hispanic No,US Citizen,Resident
108,2022,Spring,ENGL391,1401,,,,Female,20.0,Undergraduate,ENGLISH,ARHU,White,Hispanic No,US Citizen,Resident
109,2022,Spring,ENGL391,1401,,,,Female,21.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-Resident
110,2022,Spring,ENGL391,1202,,,,Male,21.0,Undergraduate,SPANISH,ARHU,White,Hispanic No,US Citizen,Resident
111,2022,Spring,ENGL391,1401,,,,Male,22.0,Undergraduate,PHILPOLIECON,ARHU,White,Hispanic No,US Citizen,Resident
112,2022,Spring,ENGL391,1202,,,,Male,38.0,Undergraduate,ART STUDIO,ARHU,White,Hispanic No,US Citizen,Resident
113,2022,Spring,ENGL391,1401,,,,Female,20.0,Undergraduate,INTNL BUSN,BMGT,Hispanic,Hispanic Yes,,Resident
114,2022,Spring,ENGL391,1401,,,,Male,21.0,Undergraduate,INTNL BUSN,BMGT,Black or African American,Hispanic No,US Citizen,Resident
115,2022,Spring,ENGL391,1401,,,,Female,21.0,Undergraduate,MARKETING,BMGT,Hispanic,Hispanic Yes,US Citizen,Resident
116,2022,Spring,ENGL391,1401,,,,Female,20.0,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,US Citizen,Non-Resident
117,2022,Spring,ENGL391,1202,,,,Female,20.0,Undergraduate,PSYCH BS,BSOS,White,Hispanic No,US Citizen,Resident
118,2022,Spring,ENGL391,1401,,,,Female,20.0,Undergraduate,PSYCH BS,BSOS,White,Hispanic No,US Citizen,Resident
119,2022,Spring,ENGL391,1202,,,,Male,21.0,Undergraduate,PSYCH BS,BSOS,Asian,Hispanic No,US Citizen,Resident
120,2022,Spring,ENGL391,1202,,,,Female,21.0,Undergraduate,HEAR+SPCH SC,BSOS,White,Hispanic No,US Citizen,Resident
121,2022,Spring,ENGL391,1202,,,,Female,22.0,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,US Citizen,Resident
122,2022,Spring,ENGL391,1202,,,,Male,23.0,Undergraduate,PSYCH BS,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
123,2022,Spring,ENGL391,1202,,,,Female,24.0,Undergraduate,PSYCH BS,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
124,2022,Spring,ENGL391,1202,,,,Male,20.0,Undergraduate,COMPUTER SCI,CMNS,Asian,Hispanic No,US Citizen,Resident
125,2022,Spring,ENGL391,1202,,,,Male,20.0,Undergraduate,COMPUTER SCI,CMNS,Black or African American,Hispanic No,US Citizen,Resident
126,2022,Spring,ENGL391,1401,,,,Male,20.0,Undergraduate,CMSC MACHINE,CMNS,White,Hispanic No,US Citizen,Resident
127,2022,Spring,ENGL391,1401,,,,Male,21.0,Undergraduate,NEUROSCIENCE,CMNS,Asian,Hispanic No,US Citizen,Resident
128,2022,Spring,ENGL391,1401,,,,Male,22.0,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,US Citizen,Non-Resident
129,2022,Spring,ENGL391,1401,,,,Male,22.0,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,US Citizen,Resident
130,2022,Spring,ENGL391,1401,,,,Female,18.0,Undergraduate,EDS-ENGL-PRE,EDUC,Black or African American,Hispanic No,US Citizen,Resident
131,2022,Spring,ENGL391,1401,,,,Female,21.0,Undergraduate,EDS-ART-PRO,EDUC,White,Hispanic No,US Citizen,Resident
132,2022,Spring,ENGL391,1202,,,,Male,21.0,Undergraduate,INFO SCI,INFO,Unknown,Hispanic Unknown,US Citizen,Resident
133,2022,Spring,ENGL391,1401,,,,Male,22.0,Undergraduate,INFO SCI,INFO,Asian,Hispanic No,Non US citizen,Non-Resident
134,2022,Spring,ENGL391,1401,,,,Male,21.0,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,US Citizen,Resident
135,2022,Spring,ENGL391,1202,,,,Female,19.0,Undergraduate,LTSC,LTSC,Two or More,Hispanic No,US Citizen,Resident
136,2022,Spring,ENGL391,1401,,,,Male,24.0,Undergraduate,IAP,LTSC,White,Hispanic No,US Citizen,Resident
137,2022,Spring,ENGL391,1202,,,,Female,20.0,Undergraduate,PUB POLICY,PLCY,Black or African American,Hispanic No,US Citizen,Resident
138,2022,Spring,ENGL391,1202,,,,Female,20.0,Undergraduate,PUB HLTH SCI,SPHL,White,Hispanic No,US Citizen,Non-Resident
139,2022,Spring,ENGL391,1202,,,,Female,21.0,Undergraduate,PUB HLTH SCI,SPHL,Black or African American,Hispanic No,US Citizen,Resident
140,2022,Spring,ENGL391,1202,,,,Female,22.0,Undergraduate,PUB HLTH SCI,SPHL,White,Hispanic No,US Citizen,Resident
141,2022,Spring,FMSC265,101,,,,Female,22.0,Undergraduate,COMM,ARHU,Hispanic,Hispanic Yes,US Citizen,Non-Resident
142,2022,Spring,FMSC265,101,,,,Male,20.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,US Citizen,Non-Resident
143,2022,Spring,FMSC265,101,,,,Female,20.0,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,US Citizen,Non-Resident
144,2022,Spring,FMSC265,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
145,2022,Spring,FMSC265,101,,,,Female,22.0,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,US Citizen,Resident
146,2022,Spring,FMSC265,101,,,,Male,23.0,Undergraduate,SOCIOLOGY,BSOS,Black or African American,Hispanic No,US Citizen,Non-Resident
147,2022,Spring,FMSC265,101,,,,Female,18.0,Undergraduate,CHEMISTRY,CMNS,Asian,Hispanic No,US Citizen,Resident
148,2022,Spring,FMSC265,101,,,,Female,20.0,Undergraduate,BIO SCI:PHNB,CMNS,Unknown,Hispanic Unknown,US Citizen,Resident
149,2022,Spring,FMSC265,101,,,,Female,21.0,Undergraduate,BIO SCI:CEBG,CMNS,Asian,Hispanic No,US Citizen,Resident
150,2022,Spring,FMSC265,101,,,,Male,21.0,Undergraduate,BIO SCI:PHNB,CMNS,White,Hispanic No,US Citizen,Resident
151,2022,Spring,FMSC265,101,,,,Female,21.0,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,US Citizen,Resident
152,2022,Spring,FMSC265,101,,,,Female,19.0,Undergraduate,SPHL UNDECID,SPHL,Asian,Hispanic No,US Citizen,Resident
153,2022,Spring,FMSC265,101,,,,Female,19.0,Undergraduate,PUB HLTH SCI,SPHL,Hispanic,Hispanic Yes,US Citizen,Resident
154,2022,Spring,FMSC265,101,,,,Male,20.0,Undergraduate,FAMILY SCI,SPHL,Black or African American,Hispanic No,US Citizen,Non-Resident
155,2022,Spring,FMSC265,101,,,,Female,20.0,Undergraduate,COMM HEALTH,SPHL,Asian,Hispanic No,US Citizen,Resident
156,2022,Spring,FMSC265,101,,,,Male,21.0,Undergraduate,FAMILY SCI,SPHL,Black or African American,Hispanic No,US Citizen,Non-Resident
157,2022,Spring,FMSC265,101,,,,Female,21.0,Undergraduate,FAMILY SCI,SPHL,White,Hispanic No,US Citizen,Non-Resident
158,2022,Spring,FMSC265,101,,,,Female,21.0,Undergraduate,PUB HLTH SCI,SPHL,Asian,Hispanic No,US Citizen,Resident
159,2022,Spring,GVPT356,103,,,,Male,20.0,Undergraduate,ENST RESMGMT,AGNR,White,Hispanic No,US Citizen,Non-Resident
160,2022,Spring,GVPT356,102,,,,Female,22.0,Undergraduate,ENST UNDEC,AGNR,Asian,Hispanic No,US Citizen,Resident
161,2022,Spring,GVPT356,102,,,,Male,22.0,Undergraduate,ENV S&P-ECON,AGNR,White,Hispanic No,US Citizen,Resident
162,2022,Spring,GVPT356,101,,,,Male,19.0,Undergraduate,ARCH BA,ARCH,Hispanic,Hispanic Yes,US Citizen,Resident
